标题,链接,作者关键字,索引关键字
"Automatic sensor drift detection and correction using spatial kriging and kalman filtering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883328318&doi=10.1109%2fDCOSS.2013.52&partnerID=40&md5=a46e3586ed2df99794f0bf15903cf207","robust WSN; Sensor drift detection and correction","Application frameworks; Distributed networks; Efficient managements; Intelligent sensors; Internet-of-Things; Interpolation method; robust WSN; Sensor drift; Electronic commerce; Interpolation; Sensor nodes"
"PF-BTS: A Privacy-Aware Fog-enhanced Blockchain-assisted task scheduling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091740106&doi=10.1016%2fj.ipm.2020.102393&partnerID=40&md5=9c2795a18bf760abeeeed511b3148ffc","Ant Colony Optimization; Blockchain; Cloud computing; Fog computing; Internet of Things; Task scheduling","Ant colony optimization; Automation; Blockchain; Digital storage; Fog; Industrial research; Information management; Miners; Multitasking; NP-hard; Scheduling; Social sciences computing; Ant Colony Optimization algorithms; Automation techniques; Computational resources; Industry applications; Privacy awareness; Scheduling models; Service deployment; Simulated environment; Fog computing"
"Real-time air pollution monitoring with sensors on city bus","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071418367&doi=10.1016%2fj.dcan.2019.03.003&partnerID=40&md5=6c6cff1d3f746630d9093152d83a20ba","Air pollution monitoring; Internet-of-Things; Mobile sensor network; Smart city",
"The construction of smart city information system based on the Internet of Things and cloud computing","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075382884&doi=10.1016%2fj.comcom.2019.10.035&partnerID=40&md5=6609d974191f1f527a69997f59d08950","Cloud computing; Information isolated island; Internet of things; Smart city","Cloud computing; Internet of things; Markov processes; Sensor networks; Application systems; Communication environments; Information island; Information isolated island; Information sharing; Information transmission; Mode of operations; System architectures; Smart city"
"Towards next generation teaching, learning, and context-aware applications for higher education: A review on blockchain, IoT, Fog and edge computing enabled smart campuses and universities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075239890&doi=10.3390%2fapp9214479&partnerID=40&md5=04411d4006abc5f9fede6bcec2421c2a","Blockchain; Context-aware applications; Edge computing; Fog computing; Higher education; IoT; Smart campus; Smart cities; Smart university; Teaching and learning",
"IoT Technology, Applications and Challenges: A Contemporary Survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065122652&doi=10.1007%2fs11277-019-06407-w&partnerID=40&md5=db4db888d874e08cf99522ab59126088","Agriculture; Industry; IoT; Life saver; Protocols; Security; Smart cities","Agriculture; Cultivation; Industrial research; Industry; Manufacture; Network protocols; Smart city; Daily lives; End users; Future research directions; Internet of Things (IOT); Life saver; Recent researches; Security; Security issues; Internet of things"
"Smart city big data analytics: An advanced review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067504614&doi=10.1002%2fwidm.1319&partnerID=40&md5=cf97f97be9585cd59dfaf4071b10f3f2","big data analytics; evidence-based decision-making; machine learning; smart cities","Advanced Analytics; Air quality; Big data; Data Analytics; Decision making; Learning systems; Machine learning; Quality control; Quality management; Smart city; Classification models; Evidence- based decisions; Fundamental concepts; Future research directions; Learning techniques; Security and privacy; Systematic Review; Thematic analysis; Data mining"
"Stretching “smart”: advancing health and well-being through the smart city agenda","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026883080&doi=10.1080%2f13549839.2017.1360264&partnerID=40&md5=51b3c620628eafea122698c4742926ca","citizen lifestyles; health and well-being; ICT experiments; Japan; Smart city; social sustainability","economic activity; environmental protection; health status; information and communication technology; innovation; lifestyle; modernization; smart city; sustainability; urban development; Japan; Kashiwanoha"
"Recent progress on advanced infrared photodetectors [具有变革性特征的红外光电探测器]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071397413&doi=10.7498%2faps.68.20190281&partnerID=40&md5=ff3a63fe6c81813c5d648bb67fab7ea9","Avalanche multiplication; Band engineering; Infrared photodetectors; Microstructure","Arsenic compounds; Gallium compounds; II-VI semiconductors; III-V semiconductors; Indium antimonides; IV-VI semiconductors; Lead compounds; Manufacture; Microstructure; Photodetectors; Photons; Remote sensing; Semiconducting indium gallium arsenide; Semiconductor alloys; Space research; Sulfur compounds; Virtual reality; Avalanche multiplication; Avalanche photodetectors; Band engineering; High quantum efficiency; Infrared photodetector; Low-dimensional materials; Room temperature detection; Three dimensional radars; Infrared detectors"
"Driving elements to make cities smarter: Evidences from European projects","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054002457&doi=10.1016%2fj.techfore.2018.09.014&partnerID=40&md5=034b14ba0cf842bcba3b1abd3a40ecbd","Dimensions; Elements; Innovation; Quality of life; Smart cities","Chemical elements; Smart city; Traffic congestion; Dimensions; European project; Governance models; Green infrastructure; Institutional structure; Quality of life; Techno-economics; Urban configurations; Industrial economics; development project; future prospect; governance approach; innovation; quality of life; smart city; urban design; urban planning; Amsterdam [North Holland]; Austria; Barcelona [Barcelona (PRV)]; Barcelona [Catalonia]; Catalonia; Europe; Lisboa [Portugal]; Lisbon; Netherlands; North Holland; Portugal; Spain; Vienna"
"To the smart city and beyond? Developing a typology of smart urban innovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050933456&doi=10.1016%2fj.techfore.2018.07.060&partnerID=40&md5=006c498d00f1691d4dd64d68cbbaf87a","Case study; Innovation; Smart city; Typology; Urban development","Urban growth; Empirical data; Four dimensions; Types of innovations; Typology; Urban development; Smart city; conceptual framework; development project; innovation; numerical model; smart city; typology; urban development; Norway"
"A Smart-City Scope of Operations Management","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052657686&doi=10.1111%2fpoms.12928&partnerID=40&md5=65d67bc09a0e28ab3d05d3c3ff74fb4a","shared mobility; smart city; smart grid; urban-scale integration",
"Annotation of Smart Cities Twitter Micro-Contents for Enhanced Citizen's Engagement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075214476&doi=10.1109%2fACCESS.2019.2935186&partnerID=40&md5=cfd3f069b3160eb3848487bef87f2a1c","engagement; Ontotext; open innovation; semantic annotation; smart cities; social mining; sustainability; technovation","Semantics; Sentiment analysis; Social networking (online); Academic research; Critical researches; Digital contents; Personalizations; Research issues; Semantic annotations; Semi-automatic annotation; Social contents; Smart city"
"Practical Aspects for the Integration of 5G Networks and IoT Applications in Smart Cities Environments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071109280&doi=10.1155%2f2019%2f5710834&partnerID=40&md5=d6d2f68499f425c6f18818b9ba1ea03e",,"5G mobile communication systems; Antennas; Millimeter waves; Mobile telecommunication systems; Queueing networks; Smart city; Bandwidth demand; Cellular technologies; Commercial deployment; Distributed antenna system; Initial deployments; IOT applications; Millimeter wave frequencies; Millimeter wave spectra; Internet of things"
"A city-scale IoT architecture for monumental structures monitoring","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053057149&doi=10.1016%2fj.measurement.2018.08.058&partnerID=40&md5=bf22c5351f0d7bcb548390e261a49b5d","Cultural heritage monitoring; Hall effect sensor; IoT; LoRa; Smart city; Wireless sensor networks","Internet of things; Low power electronics; Sensor nodes; Smart city; Wireless sensor networks; Cultural heritages; Displacement sensor; Hall-effect sensors; Iot architectures; LoRa; Monitoring network; Network coverage; Proposed architectures; Network architecture"
"Exploiting Spatio-Temporal Correlations with Multiple 3D Convolutional Neural Networks for Citywide Vehicle Flow Prediction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061402992&doi=10.1109%2fICDM.2018.00107&partnerID=40&md5=ab7bd9d05af5030937e4ec296a30595e","3D CNNs; Spatio-temporal dependencies; Traffic prediction; Vehicle flow prediction","Convolution; Data mining; Deep learning; Neural networks; Traffic control; Vehicles; 3D CNNs; Convolutional neural network; Spatio temporal features; Spatio-temporal dependencies; Spatiotemporal correlation; State-of-the-art methods; Traffic prediction; Vehicle flow; Forecasting"
"Cooperative data forwarding based on crowdsourcing in vehicular social networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054189124&doi=10.1016%2fj.pmcj.2018.09.006&partnerID=40&md5=8d8047ffdf329f68b09ddbf8501c841b","Crowdsourcing; Data forwarding; Selfishness; Smart city; Traffic management; Vehicular social networks","Behavioral research; Crowdsourcing; Smart city; Social networking (online); Traffic congestion; Cooperative algorithm; Data-forwarding; Delaytolerant networks (DTNs); Forwarding mechanisms; Mobile crowdsourcing; Selfishness; Traffic management; Vehicular social networks; Delay tolerant networks"
"SSL: Smart street lamp based on fog computing for smarter cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050392353&doi=10.1109%2fTII.2018.2857918&partnerID=40&md5=239e671c28a3a536dbf5b98c45cfb667","Energy conservation; Fog computing; Safety; Smart cities; Smart street lamp (SSL)","Accident prevention; Energy conservation; Energy efficiency; Energy utilization; Fog; Interactive computer systems; Luminance; Maintainability; Real time systems; Safety engineering; Sensors; Servers; Smart city; Standards; Street lighting; Wireless telecommunication systems; Brightness adjustments; Street lamps; Wireless communications; Fog computing"
"Compressive sensing-based IoT applications: A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056287723&doi=10.3390%2fjsan7040045&partnerID=40&md5=bf70ed2816009505013343de29e45452","Compressive sensing (CS); Hardware implementation; Internet of things (IoT); Reconstruction algorithms",
"Short-term PM2.5 forecasting using exponential smoothing method: A comparative analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054135153&doi=10.3390%2fs18103223&partnerID=40&md5=2907dd9a54ec7e80f355220ff9ca2bae","Air quality forecast; Internet of Things; PM2.5; Smart Cities","Air quality; Internet of things; Particles (particulate matter); Smart city; Air quality forecasts; Comparative analysis; Exponential smoothing; Exponential smoothing method; Fine particulate matter (PM2.5); Internet of Things (IOT); Large-scale deployment; PM2.5; Forecasting"
"A smart and intuitive machine condition monitoring in the Industry 4.0 scenario","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047097584&doi=10.1016%2fj.measurement.2018.05.041&partnerID=40&md5=a5ab3ca5eee7e2c10204883f18cda5b2","Decision making; Internet of Things; Laser Doppler Vibrometry; Machine condition monitoring; Signal analysis and processing; Vibration acceleration measurements","Decision making; Industry 4.0; Internet of things; Laser Doppler velocimeters; Machinery; Vibration analysis; Continuous monitoring; Decision-making strategies; Industrial processs; Laser Doppler Vibrometry; Machine condition monitoring; Machine operating; Vibration acceleration measurement; Vibration velocity; Condition monitoring"
"Modeling and optimisation of a solar energy harvesting system for wireless sensor network nodes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053119032&doi=10.3390%2fjsan7030040&partnerID=40&md5=e639ecfc670c8ea5bbac494cefd175db","Battery charging; DC-DC Converters; Maximum power point tracking (MPPT); Smart cities; Solar energy harvesting; Wireless Sensor Nodes",
"Adaptive context aware decision computing paradigm for intensive health care delivery in smart cities—A case analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038863965&doi=10.1016%2fj.scs.2017.09.004&partnerID=40&md5=655b4c182e5294c78d1277a146ee35d8","Clinical decision support system; Context-aware system; Heart failure risk prediction; Smart cities; Support vector machine","Cardiology; Disease control; Forecasting; Heart; Radial basis function networks; Remote patient monitoring; Smart city; Support vector machines; Targeted drug delivery; Clinical decision support; Clinical decision support systems; Context-aware systems; Electrical activity of the heart; Heart failure; Radial Basis Function(RBF); Receiving operating characteristics; Training and testing; Decision support systems"
"A SDN-SFC-based service-oriented load balancing for the IoT applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046754389&doi=10.1016%2fj.jnca.2018.04.009&partnerID=40&md5=02ff82ff469fd6b822171eefe8ac498e","Internet of things; Load balance; Network planning; Software-defined networking (SDN)","Computer terminals; Data communication equipment; Data transfer; Distributed computer systems; Heuristic algorithms; Environmental comfort; IOT applications; Load balance; Network planning; Network technologies; Software defined networking (SDN); Terminal equipment; Transmission paths; Internet of things"
"Application of IoT in military operations in a smart city","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050268938&doi=10.1109%2fICMCIS.2018.8398690&partnerID=40&md5=635371fc120938da6bc7791b8a84f286",,"Data communication systems; Disaster prevention; Disasters; Information systems; Information use; Military applications; Military communications; Smart city; Application of iot; Disaster relief; Internet of Things (IOT); Multi-nationals; Situational awareness; Internet of things"
"An energy-efficient clustering routing algorithm for WSN-assisted IoT","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049216330&doi=10.1109%2fWCNC.2018.8377171&partnerID=40&md5=cfc13d7a6a5116fb71cb47a1dcb38168","Clustering; Energy efficiency; Internet of Things (IoT); Lifetime; Routing","5G mobile communication systems; Clustering algorithms; Cost functions; Energy utilization; Internet of things; Mobile telecommunication systems; Power management (telecommunication); Routing algorithms; Wireless telecommunication systems; Clustering; Communication capabilities; Energy Efficient clustering; Internet of Things (IOT); Lifetime; Machinetype communication (MTC); Non-uniform traffic distribution; Routing; Energy efficiency"
"Urban geography III: Anthropocene urbanism","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038814245&doi=10.1177%2f0309132516686012&partnerID=40&md5=94b6d0ae7350d69cc161773c7da864fa","Anthropocene; resilient cities; smart cities","Anthropocene; anthropogenic effect; governance approach; smart city; theoretical study; urban geography; urban planning; urbanization"
"Path Loss Models for Low-Power, Low-Data Rate Sensor Nodes for Smart Car Parking Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029183754&doi=10.1109%2fTITS.2017.2741467&partnerID=40&md5=adff899bb293f84e6e67049cda1b4326","Path loss model; RF propagation; smart car parking lot; terrain factor; wireless sensor network; XBee radio","Garages (parking); Parking; Wireless sensor networks; Wireless telecommunication systems; Intelligent transportation; Network connectivity; Path loss models; Radiofrequency signals; RF propagation; Smart car; Terrain factors; Wireless communications; Sensor nodes"
"Smart waste collection system with low consumption LoRaWAN nodes and route optimization","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046660845&doi=10.3390%2fs18051465&partnerID=40&md5=92b87b24ec2698b8eafd6bc1e43b99c6","CVRP; Data analytics; Decision-making; LoRaWAN; Low powered sensors; Open data; Smart waste collection; VRP; Wireless sensor networks","Containers; Costs; Decision making; Fleet operations; Low power electronics; Sensor nodes; Wireless sensor networks; Wireless telecommunication systems; CVRP; Data analytics; LoRaWAN; Open datum; Waste collection; Waste management"
"Infrared image enhancement using adaptive histogram partition and brightness correction","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047552770&doi=10.3390%2frs10050682&partnerID=40&md5=16d89f851e60dfab718b1bcaf2935797","Adaptive histogram partition; Brightness correction; Infrared image enhancement; Local contrast weighted distribution; Smart City","Infrared imaging; Luminance; Mapping; Particle swarm optimization (PSO); Smart city; Adaptive histograms; Brightness distortions; Conventional methods; Noise amplification; Quantitative evaluation; Scatter plot smoothing; Smart city applications; Weighted distribution; Image enhancement"
"Low-carbon electricity production through the implementation of photovoltaic panels in rooftops in urban environments: A case study for three cities in Peru","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038018813&doi=10.1016%2fj.scitotenv.2017.12.003&partnerID=40&md5=c9b9b9d0072119eadd8d1e53e41e3105","Climate change mitigation; GHG emissions; Life Cycle Assessment; Resilience; Smart cities; Solar panel","Carbon; Digital storage; Disasters; Economics; Electric power generation; Energy security; Energy utilization; Environmental impact; Fossil fuels; Greenhouse gases; Life cycle; Photovoltaic cells; Smart city; Solar energy; Solar power generation; Urban growth; Urban planning; Climate change mitigation; GHG emission; Life Cycle Assessment (LCA); Resilience; Solar panels; Climate change; carbon emission; climate change; electricity supply; energy use; greenhouse gas; life cycle analysis; photovoltaic system; smart city; solar power; Article; carbon footprint; controlled study; electricity; energy consumption; environmental impact; life cycle assessment; Peru; photovoltaic panel; priority journal; solar energy; temperature; urban area; Amazon Basin; Andes; Ayacucho; Latin America; Pacific Coast [South America]; Peru; Pucallpa; Ucayali"
"SMLXL: Scaling the smart city, from metropolis to individual","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025132538&doi=10.1016%2fj.ccs.2017.06.006&partnerID=40&md5=98ae9956dca9ba1a4d1c5d1d8ddb1c80","Architecture; Computational design; Design; Physical computing; Proxemics; Smart cities",
"Application of computational intelligence to improve education in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040946451&doi=10.3390%2fs18010267&partnerID=40&md5=20ee5691ac423657d1102fc772a7a226","Adaptive learning; Computational intelligence; Creative school; Self-learning; Smart city; Smart education","Artificial intelligence; Benchmarking; Classification (of information); Data mining; Data visualization; Decision making; Decision trees; Education; Education computing; Knowledge based systems; Smart city; Adaptive learning; Creative school; Elementary schools; Key performance indicators; Self-learning; Structure visualizations; Student performance; Universal access; Students; achievement; article; city; data mining; data science; decision making; human; human experiment; intelligence; learning; prediction; primary school; random forest; strategic planning"
"A novel ensemble learning algorithm based on D-S evidence theory for IoT security","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061864227&doi=10.32604%2fcmc.2018.03754&partnerID=40&md5=3bf10dae9e366f1c4e780e6bc825d171","Evidence theory; IoT security; Physical-layer security; Radio frequency fingerprinting; Random Forest","Computation theory; Decision trees; Learning algorithms; Network layers; Palmprint recognition; Quantum computers; Radio frequency identification (RFID); Radio waves; Signal processing; Evidence theories; IoT security; Physical layer security; Radio frequency fingerprinting; Random forests; Internet of things"
"Air-pollution prediction in smart cities through machine learning methods: A case of study in Murcia, Spain","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050384758&partnerID=40&md5=6d7e703a93c76336717272861696d653","Air-pollution monitoring; Hierarchical clustering; Machine learning; Ozone; Random forest; Smart cities",
"Energy-aware data delivery framework for safety-oriented mobile IoT","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046060188&doi=10.1109%2fJSEN.2017.2761396&partnerID=40&md5=d29c2e2d162835b81ea6a702bdaf9b62","Intelligent transportation systems; Quality of service (QoS); Routing; Wireless multimedia sensor networks","Energy utilization; Intelligent systems; Intelligent vehicle highway systems; Internet of things; Multimedia systems; Quality of service; Radio frequency identification (RFID); Routing protocols; Sensors; Wireless sensor networks; Intelligent transportation systems; Multi-media communications; Radio-frequency-identification tags (RFID); Real time multimedia applications; Routing; Service based applications; Wireless multimedia sensor network; Wireless multimedia sensor network (WMSNS); Power management (telecommunication)"
"Exploring sustainability of smart development initiatives in India","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042322535&doi=10.1016%2fj.ijsbe.2017.08.002&partnerID=40&md5=f031e50c1c2678e8553737cbd9cc4852","Smart city; Smart development; Smart growth; Sustainability/sustainable development; Urbanization",
"Development of a fuel cell hybrid electric powertrain: A real case study on a Minibus application","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028529448&doi=10.1016%2fj.ijhydene.2017.07.239&partnerID=40&md5=017c14a44f8eb3e7b770031176e9feba","FCHEV; Fuel cell; Hydrogen; Range extender; Smart cities; Zero emissions","Battery electric vehicles; DC-DC converters; Electric batteries; Electric lines; Electric traction; Emission control; Fuel cells; Hydrogen; Powertrains; Secondary batteries; Smart city; Sustainable development; Vehicles; Electric Vehicles (EVs); FCHEV; Fuel cell hybrid electric vehicles; Hybrid electric vehicles (HEVs); Hybrid-electric powertrain; Public passenger transports; Range extenders; Zero emission; Hybrid vehicles"
"A novel approach for smart cities in convergence to wireless sensor networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028616605&doi=10.1016%2fj.scs.2017.08.005&partnerID=40&md5=5a8612b5eeaa562da24dd210ad1a8a6d","Internet of things; Routing; Shortest path algorithm; Smart city; TOPSIS; Wireless sensor networks","Base stations; Energy utilization; Graph theory; Internet of things; MATLAB; Sensor nodes; Smart city; Internet of Things (IOT); Minimum euclidean distances; Real-time application; Routing; Shortest path algorithms; Technological change; TOPSIS; Wireless sensor network (WSNs); Wireless sensor networks"
"Sound analysis in smart cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035036085&doi=10.1007%2f978-3-319-63450-0_13&partnerID=40&md5=e792fd883b04b90f78269294f36573b7","Acoustic sensing; Audio surveillance; Convolutional neural networks; Data augmentation; Deep learning; Internet of things (IOT); Machine learning; Machine listening; MEMS microphone; Noise monitoring; Sensor network; Smart cities; Sound classification; Sound event detection; Urban sound","Acoustic noise; Convolution; Deep learning; Learning systems; Microphones; Network security; Neural networks; Noise pollution; Sensor networks; Smart city; Acoustic sensing; Audio surveillance; Convolutional neural network; Data augmentation; Internet of Things (IOT); Machine listening; MEMS microphone; Noise monitoring; Sound classification; Sound event detection; Audio acoustics"
"IoT Security (IoTSec) Mechanisms for e-Health and Ambient Assisted Living Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029377048&doi=10.1109%2fCHASE.2017.53&partnerID=40&md5=a09fc5ff390e83af76e82ea28ea8dd9e","Big Data; e-Health; IoT Architecture; IoT Security","Assisted living; Big data; Health; Network architecture; Smart city; Ambient assisted living; E health; Home automation; Internet of thing (IOT); Intrinsic features; Iot architectures; IoT Security; Protocol architecture; Internet of things"
"Smart mobility: A survey","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034435204&doi=10.1109%2fIoTGC.2017.8008972&partnerID=40&md5=5e66db5eeaf2a14a722297bd72e687aa","Intelligent Transportation Systems; Internet of Things; Smart City; Smart Mobility; Smart Parking Systems; Smart Traffic Lights; Traffic","Advanced traffic management systems; Highway traffic control; Intelligent systems; Internet of things; Real time systems; Telecommunication traffic; Intelligent transportation; Intelligent transportation systems; Internet of Things (IOT); Real time traffics; Smart parking systems; Smart traffic; Status informations; Surrounding environment; Smart city"
"Multicriteria spatial decision support systems for future urban energy retrofitting scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025170865&doi=10.3390%2fsu9071252&partnerID=40&md5=3d0b6dffde5a86150deb2ce4c79a417f","Criteria definition; Criteria ranking; Multicriteria spatial decision support system (MC-SDSS); Urban energy scenarios","decision support system; energy resource; future prospect; knowledge; multicriteria analysis; ranking; resource development; scenario analysis; standard (reference); sustainability; urban economy"
"Safety and security in smart cities using artificial intelligence - A review","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021697579&doi=10.1109%2fCONFLUENCE.2017.7943136&partnerID=40&md5=c53594a8372cf25ab9369d52cf71ddc8","artificial intelligence; cybersecurity; drones; gunshot detection sensors; safety and security; smart cities; video analytics","Artificial intelligence; Cloud computing; Drones; Safety engineering; Cyber security; Digital age; Gunshot detection; Safety and securities; Smart solutions; Technological advancement; Video analytics; Smart city"
"Efficiency of the state support for the sustainable development of the real production sector in Russia","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020182242&doi=10.1051%2fmatecconf%2f201710608097&partnerID=40&md5=1fe19ffa7fe55ad341b3ea1e4fdabef8",,"Economics; Efficiency; Finance; Planning; Smart city; Societies and institutions; Sustainable development; Economic growths; Economic security; Efficiency evaluation; Federal budget; Financial service; Innovative programs; Production sector; Project financing; Budget control"
"Geographic Knowledge Infrastructure: Applications to Territorial Intelligence and Smart Cities","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014363941&partnerID=40&md5=e14da154be05847f47b6147aea6a7c15",,
"Human Emotion Recognition Based on Galvanic Skin Response Signal Feature Selection and SVM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015327267&doi=10.1109%2fICSCSE.2016.0051&partnerID=40&md5=9458b0a9545a766ca1da774e94f869a8","Covariance; GSR signal; Human Emotion; SVM","Electrophysiology; Smart city; Speech recognition; Systems engineering; Covariance; Galvanic skin response; Human emotion; Human emotion recognition; Individual Differences; Recognition accuracy; Sensor platform; Wavelet function; Feature extraction"
"A fuzzy-based approach for sensing, coding and transmission configuration of visual sensors in smart city applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012041337&doi=10.3390%2fs17010093&partnerID=40&md5=7f0dd7cb1a20623de26f88227427554f","Fuzzy-based configuration; Smart cities; Visual monitoring; Visual sensor networks","Sensor networks; Video streaming; Fuzzy-based configuration; Innovative approaches; Monitoring system; Reference parameters; Research fields; Transmission configuration; Visual monitoring; Visual sensor networks; Smart city"
"ECHO: An adaptive orchestration platform for hybrid dataflows across cloud and edge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034088330&doi=10.1007%2f978-3-319-69035-3_28&partnerID=40&md5=05efbedd44751cf90b695e22e365c576",,"Data flow analysis; Distributed computer systems; Gateways (computer networks); Mobile telecommunication systems; Platform as a Service (PaaS); Smart city; Distributed resources; Edge computing; Gateway devices; Internet of thing (IOT); Observational data; Real-time data; State management; Video analytics; Internet of things"
"Smart cities as a mechanism towards a broader understanding of infrastructure interdependencies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021371549&doi=10.1080%2f21681376.2017.1281154&partnerID=40&md5=4964cbc32e54b975b6d5ae5d38ea37e3","Infrastructure; Interdependency; Smart city; Urban experiments",
"Monitoring health factors in indoor living environments using internet of things","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018564221&doi=10.1007%2f978-3-319-56538-5_79&partnerID=40&md5=04f2b0dc403b8acf16ff874701aae22c","Energy efficiency; Indoor air quality; iOS; IoT (Internet of Things); Monitoring; Smart cities","Air quality; Data acquisition; Energy efficiency; Indoor air pollution; Information systems; Monitoring; Open systems; Real time systems; Smart city; Smartphones; Ventilation; Wireless local area networks (WLAN); Graphical representations; Healthy indoor environments; Indoor air quality; Indoor air quality monitoring; Internet of things architectures; Open-source technology; Real time data collections; Temperature and humidity sensor; Internet of things"
"Noninvasive Bluetooth Monitoring of Visitors' Length of Stay at the Louvre","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018518689&doi=10.1109%2fMPRV.2017.33&partnerID=40&md5=8f569fff5e46ac6f02dd7c6ec6238600","Bluetooth tracking; data analysis; human mobility; Internet of Things; mobile; museum studies; pervasive computing; visitor behavior","Behavioral research; Bluetooth; Data handling; Data reduction; Information analysis; Internet of things; Smart city; Ubiquitous computing; Bluetooth sensors; Digital technologies; Human mobility; Large-scale datasets; mobile; Museum studies; visitor behavior; Visitor experiences; Museums"
"On Building Smart City IoT Applications: A Coordination-based Perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009437477&doi=10.1145%2f3009912.3009919&partnerID=40&md5=6e3c58ac1bac2991ad3cb6546ab6a27b","Coordination Models; Distributed Systems; Fog Computing; Internet of Things; Smart City","Distributed computer systems; Building applications; Coordination model; Distributed components; Distributed coordination; Distributed systems; Internet of thing (IOT); Programming models; Smart cities; Internet of things"
"On the application of the raspberry pi as an advanced acoustic sensor network for noise monitoring","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000607250&doi=10.3390%2felectronics5040074&partnerID=40&md5=d9c5488fbdd255278bbb5631785d64f5","Acoustics; Internet-of-things; Noise awareness; Noise monitoring; Raspberry pi",
"Emergent Behaviors in the Internet of Things: The Ultimate Ultra-Large-Scale System","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003481182&doi=10.1109%2fMM.2016.102&partnerID=40&md5=e9925d649180bd70e49767ef8193b3bb","autonomous vehicles; emergent behavior; Hierarchical Emergent Behaviors; internet of things; self-driving vehicles; self-organization; ULSS; ultra-large-scale systems","Hierarchical systems; Large scale systems; Vehicles; Autonomous Vehicles; Emergent behaviors; Self drivings; Self organizations; ULSS; Ultra large scale systems; Internet of things"
"Implementation of social media concepts for e-Government: Case study of a social media tool for value co-creation and citizen participation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973548510&doi=10.4018%2fJOEUC.2016070107&partnerID=40&md5=4deca7ba4dc9cc71f3e67856d4c0449e","Business Value; Co-Creation; Crowdsourcing; E-Government; Open Innovation; Santander; Smart City; Smart Government; Social Media; Social Networks","Crowdsourcing; Government data processing; Public administration; Business value; Co-creation; E-governments; Open innovation; Santander; Smart cities; Smart Government; Social media; Social networking (online)"
"Smart cities: A global perspective","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016111858&doi=10.1177%2f0974928416637930&partnerID=40&md5=607a365240ecfa212f44c018d0ce6501","E-governance; Food; Smart cities; Sustainable development; Waste management; Water",
